,day,views,redViews,comments,likes,dislikes,videosAddedToPlaylists,videosRemovedFromPlaylists,shares,estimatedMinutesWatched,estimatedRedMinutesWatched,averageViewDuration,averageViewPercentage,annotationClickThroughRate,annotationCloseRate,annotationImpressions,annotationClickableImpressions,annotationClosableImpressions,annotationClicks,annotationCloses,cardClickRate,cardTeaserClickRate,cardImpressions,cardTeaserImpressions,cardClicks,cardTeaserClicks,subscribersGained,subscribersLost,estimatedRevenue,estimatedAdRevenue,grossRevenue,estimatedRedPartnerRevenue,monetizedPlaybacks,playbackBasedCpm,adImpressions,cpm
77,2020-03-18,82,4,0,0,0,0,1,0,94,5,68,5.32,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
78,2020-03-19,53,1,0,0,0,1,0,0,44,0,50,4.1,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
79,2020-03-20,71,3,0,1,0,0,0,0,238,4,201,17.13,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
80,2020-03-21,54,5,0,0,0,2,0,0,107,24,119,10.17,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
81,2020-03-22,51,3,1,0,0,0,0,0,106,5,125,11.03,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
82,2020-03-23,82,3,0,0,0,0,0,0,105,0,77,6.08,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
83,2020-03-24,99,1,0,1,0,0,0,1,154,0,93,8.9,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
84,2020-03-25,88,5,0,1,0,0,0,1,127,0,87,6.61,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
85,2020-03-26,67,11,1,0,0,3,2,0,195,45,175,13.63,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
86,2020-03-27,62,3,0,2,0,1,0,0,85,13,83,6.9,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
87,2020-03-28,88,3,1,0,0,2,0,0,234,0,160,13.03,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
88,2020-03-29,108,4,0,1,0,2,3,0,258,3,143,12.98,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
89,2020-03-30,120,2,0,1,0,1,0,0,243,0,121,12.2,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
90,2020-03-31,92,7,0,2,0,3,1,2,198,17,129,11.9,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
91,2020-04-01,121,6,2,8,4,23,0,2,360,35,178,17.22,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,5,1,0.0,0.0,0.0,0.0,0,0.0,0,0.0
92,2020-04-02,145,13,2,4,0,2,1,0,341,33,141,12.08,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
93,2020-04-03,102,3,0,0,0,4,0,1,185,17,109,10.13,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
